indent,taxonID,rank,A id,A name,B id,B name,relation,other id,other name,note,reason,changed_props,unchanged
——————,350,species,90766,A.Sminthopsis psammophila,90766,B.Sminthopsis psammophila,=,,,,canonicalName,,tip
——————,351,species,90767,A.Sminthopsis virginiae,90767,B.Sminthopsis virginiae,=,,,,canonicalName,,subtree=
——————,355,species,90770,A.Sminthopsis youngsoni,90770,B.Sminthopsis youngsoni,=,,,,canonicalName,,tip
——————,356,species,90772,A.Sminthopsis butleri,90772,B.Sminthopsis butleri,=,,,,canonicalName,,tip
——————,357,species,154956,A.Sminthopsis froggatti,154956,B.Sminthopsis froggatti,=,,,,canonicalName,,tip
——————,358,species,154957,A.Sminthopsis stalkeri,154957,B.Sminthopsis stalkeri,=,,,,canonicalName,,tip
——————,359,,,,2641479,B.unclassified Sminthopsis,,,,,,,
—————,361,genus,9304,A.Sarcophilus,,,,,,,,,
——————,362,species,9305,A.Sarcophilus harrisii,9305,B.Sarcophilus harrisii,=,,,,canonicalName,,tip
—————,363,genus,32541,A.Dasycercus,,,,,,,,,
——————,364,species,32542,A.Dasycercus cristicauda,,,,,,,,,
—————,365,genus,32543,A.Dasyuroides,,,,,,,,,
—————,367,genus,32548,A.Myoictis,32548,B.Myoictis,=,,,,canonicalName,,subtree=
—————,372,genus,32550,A.Neophascogale,,,,,,,,,
—————,374,genus,32552,A.Ningaui,32552,B.Ningaui,=,,,,canonicalName,number_of_children,
——————,375,species,32553,A.Ningaui ridei,32553,B.Ningaui ridei,=,,,,canonicalName,,tip
——————,376,species,32554,A.Ningaui yvonnae,32554,B.Ningaui yvonnae,=,,,,canonicalName,,tip
——————,377,species,60702,A.Ningaui timealeyi,60702,B.Ningaui timealeyi,=,,,,canonicalName,,tip
——————,378,,,,2646772,B.unclassified Ningaui,,,,,,,
———————,379,species,,,1985250,B.Ningaui sp. PLANIMW851,,,,,,,
—————,380,genus,60700,A.Antechinomys,,,,,,,,,
—————,382,species,342090,A.Dasyuridae sp. JMZ-2005,342090,B.Dasyuridae sp. JMZ-2005,=,,,,canonicalName,,tip
—————,383,genus,418656,A.Paramurexia,,,,,,,,,
——————,384,species,418657,A.Paramurexia rothschildi,418657,B.Murexia rothschildi,=,,,,,canonicalName,tip
—————,385,genus,418658,A.Phascomurexia,,,,,,,,,
——————,386,species,418659,A.Phascomurexia naso,418659,B.Murexia naso,=,,,,,canonicalName,tip
—————,387,genus,418660,A.Micromurexia,,,,,,,,,
——————,388,species,418664,A.Micromurexia habbema,418664,B.Murexia habbema,=,,,,,canonicalName,tip
—————,389,genus,418662,A.Murexchinus,,,,,,,,,
——————,390,species,418663,A.Murexchinus melanurus,418663,B.Murexia melanurus,=,,,,ncbi_id,canonicalName,
———————,391,species,479705,A.Pseudantechinus bilarni,,,particle-set<=,418663,B.Murexia melanurus,lump,synonym+canonicalName+synonym,,
—————,392,genus,,,9286,B.Dasykaluta,,,,,,,
—————,393,genus,,,9288,B.Murexia,particle-set<=,9277,A.Dasyuridae,split,monotypic,,
——————,394,species,,,37736,B.Murexia longicaudata,,,,,,,
—————,395,genus,,,9290,B.Parantechinus,,,,,,,
—————,396,genus,,,9304,B.Sarcophilus,,,,,,,
—————,397,genus,,,32541,B.Dasycercus,,,,,,,
——————,398,species,,,32542,B.Dasycercus cristicauda,split,32542,A.Dasycercus cristicauda,,canonicalName,,
——————,399,species,,,1981332,B.Dasycercus blythi,split,32542,A.Dasycercus cristicauda,,,,
—————,400,genus,,,32543,B.Dasyuroides,,,,,,,
—————,401,genus,,,32550,B.Neophascogale,,,,,,,
—————,402,genus,,,60700,B.Antechinomys,,,,,,,
————,403,family,55780,A.Myrmecobiidae,,,,,,,,,
—————,404,genus,55781,A.Myrmecobius,,,,,,,,,
——————,405,species,55782,A.Myrmecobius fasciatus,55782,B.Myrmecobius fasciatus,=,,,,canonicalName,,tip
————,406,family,,,9273,B.Thylacinidae,,,,,,,
—————,407,genus,,,9274,B.Thylacinus,,,,,,,
————,408,family,,,55780,B.Myrmecobiidae,,,,,,,
—————,409,genus,,,55781,B.Myrmecobius,,,,,,,
———,410,order,38609,A.Diprotodontia,38609,B.Diprotodontia,=,,,,canonicalName,,
————,411,family,9307,A.Macropodidae,9307,B.Macropodidae,=,,,,canonicalName,number_of_children,
—————,412,genus,9312,A.Macropus,,,=,9307,B.Macropodidae,lump,monotypic,,
——————,413,species,9317,A.Macropus giganteus,,,,,,,,,
—————,415,genus,9324,A.Petrogale,9324,B.Petrogale,=,,,,scientificName,number_of_children,
——————,416,species,9325,A.Petrogale xanthopus,9325,B.Petrogale xanthopus,=,,,,canonicalName,,subtree=
——————,419,species,41893,A.Petrogale assimilis,41893,B.Petrogale assimilis,=,,,,canonicalName,,tip
——————,420,species,54079,A.Petrogale brachyotis,54079,B.Petrogale brachyotis,=,,,,canonicalName,number_of_children,
———————,421,subspecies,,,1648428,B.Petrogale brachyotis victoriae,,,,,,,
———————,422,subspecies,,,1648429,B.Petrogale brachyotis brachyotis,,,,,,,
——————,423,species,54080,A.Petrogale burbidgei,54080,B.Petrogale burbidgei,=,,,,canonicalName,,tip
——————,424,species,54081,A.Petrogale coenensis,54081,B.Petrogale coenensis,=,,,,canonicalName,,tip
——————,425,species,54082,A.Petrogale godmani,54082,B.Petrogale godmani,=,,,,canonicalName,,tip
——————,426,species,54083,A.Petrogale herberti,54083,B.Petrogale herberti,=,,,,canonicalName,,tip
——————,427,species,54084,A.Petrogale inornata,54084,B.Petrogale inornata,=,,,,canonicalName,,tip
——————,428,species,54085,A.Petrogale lateralis,54085,B.Petrogale lateralis,=,,,,canonicalName,,subtree=
——————,432,species,54087,A.Petrogale mareeba,54087,B.Petrogale mareeba,=,,,,canonicalName,,tip
——————,433,species,54088,A.Petrogale penicillata,54088,B.Petrogale penicillata,=,,,,canonicalName,,tip
——————,434,species,54089,A.Petrogale sharmani,54089,B.Petrogale sharmani,=,,,,canonicalName,,tip
——————,435,species,65614,A.Petrogale persephone,65614,B.Petrogale persephone,=,,,,canonicalName,,tip
——————,436,species,175627,A.Petrogale purpureicollis,175627,B.Petrogale purpureicollis,=,,,,scientificName,,tip
——————,437,species,859894,A.Petrogale concinna,859894,B.Petrogale concinna,=,,,,scientificName,number_of_children,
———————,438,subspecies,,,1648459,B.Petrogale concinna monastria,,,,,,,
———————,439,subspecies,,,1936090,B.Petrogale concinna canescens,,,,,,,
——————,440,species,1119526,A.Petrogale rothschildi,1119526,B.Petrogale rothschildi,=,,,,scientificName,,tip
——————,441,species,,,1648445,B.Petrogale wilkinsi,,,,,,,
——————,442,species,,,1737130,B.Petrogale godmani x mareeba,,,,,,,
—————,443,genus,9326,A.Thylogale,9326,B.Thylogale,=,,,,scientificName,,subtree=
—————,456,genus,9329,A.Wallabia,,,,,,,,,
—————,458,genus,30669,A.Setonix,30669,B.Setonix,=,,,,canonicalName,,
——————,459,species,30670,A.Setonix brachyurus,30670,B.Setonix brachyurus,=,,,,canonicalName,,tip
——————,460,,,,2649077,B.unclassified Setonix,,,,,,,
—————,462,genus,38603,A.Dendrolagus,38603,B.Dendrolagus,=,,,,canonicalName,number_of_children,
——————,463,species,38604,A.Dendrolagus inustus,,,,,,,,,
———————,464,subspecies,225045,A.Dendrolagus inustus finschi,225045,B.Dendrolagus inustus finschi,=,,,,canonicalName,,tip
——————,465,species,65608,A.Dendrolagus dorianus,65608,B.Dendrolagus dorianus,=,,,,canonicalName,number_of_children,
———————,466,subspecies,225043,A.Dendrolagus dorianus notatus,225043,B.Dendrolagus dorianus notatus,=,,,,canonicalName,,tip
———————,467,subspecies,225044,A.Dendrolagus dorianus stellarum,225044,B.Dendrolagus dorianus stellarum,=,,,,canonicalName,,tip
———————,468,subspecies,,,2219191,B.Dendrolagus dorianus dorianus,,,,,,,
———————,469,subspecies,,,2219195,B.Dendrolagus dorianus cf. stellarum SP-2018,,,,,,,
——————,470,species,65609,A.Dendrolagus scottae,65609,B.Dendrolagus scottae,=,,,,canonicalName,,tip
——————,471,species,69260,A.Dendrolagus goodfellowi,,,,,,,,,
——————,473,species,165202,A.Dendrolagus matschiei,165202,B.Dendrolagus matschiei,=,,,,canonicalName,,tip
——————,474,species,168239,A.Dendrolagus bennettianus,168239,B.Dendrolagus bennettianus,=,,,,canonicalName,,tip
——————,475,species,168240,A.Dendrolagus lumholtzi,168240,B.Dendrolagus lumholtzi,=,,,,canonicalName,,tip
——————,476,species,223847,A.Dendrolagus spadix,223847,B.Dendrolagus spadix,=,,,,canonicalName,,tip
——————,477,species,,,38604,B.Dendrolagus inustus,,,,,,,
——————,478,species,,,69260,B.Dendrolagus goodfellowi,,,,,,,
———————,479,subspecies,,,2219192,B.Dendrolagus goodfellowi pulcherrimus,,,,,,,
——————,480,species,,,2219190,B.Dendrolagus cf. scottae SP-2018,,,,,,,
——————,481,species,,,2219193,B.Dendrolagus mbaiso,,,,,,,
——————,482,species,,,2219194,B.Dendrolagus ursinus,,,,,,,
——————,483,,,,2640889,B.unclassified Dendrolagus,,,,,,,
—————,485,genus,65623,A.Lagorchestes,65623,B.Lagorchestes,=,,,,canonicalName,,
——————,486,species,65624,A.Lagorchestes conspicillatus,65624,B.Lagorchestes conspicillatus,=,,,,scientificName,,tip
——————,487,species,65632,A.Lagorchestes hirsutus,65632,B.Lagorchestes hirsutus,=,,,,canonicalName,,tip
—————,488,genus,65625,A.Onychogalea,65625,B.Onychogalea,=,,,,canonicalName,,subtree=
—————,491,genus,65633,A.Lagostrophus,,,,,,,,,
—————,493,genus,69267,A.Dorcopsis,69267,B.Dorcopsis,=,,,,scientificName,,subtree=
—————,496,genus,69269,A.Dorcopsulus,,,,,,,,,
—————,498,species,76908,A.Macropus eugenii x Wallabia bicolor,76908,B.Macropus eugenii x Wallabia bicolor,=,,,,canonicalName,,tip
—————,499,genus,,,9312,B.Macropus,,,,,,,
——————,500,species,9316,A.Macropus fuliginosus,9316,B.Macropus fuliginosus,=,,,moved,scientificName,,tip
——————,501,species,,,9317,B.Macropus giganteus,,,,,,,
——————,502,,,,2649300,B.unclassified Macropus,,,,,,,
—————,507,genus,,,9329,B.Wallabia,,,,,,,
—————,508,genus,,,65633,B.Lagostrophus,,,,,,,
—————,509,genus,,,69269,B.Dorcopsulus,,,,,,,
—————,510,genus,,,1960649,B.Notamacropus,,,,,,,
——————,511,species,9313,A.Macropus agilis,9313,B.Notamacropus agilis,=,,,moved,,canonicalName,tip
——————,512,species,9315,A.Macropus eugenii,9315,B.Notamacropus eugenii,=,,,moved,,number_of_children; canonicalName,
———————,513,subspecies,,,1960642,B.Notamacropus eugenii eugenii,,,,,,,
———————,514,subspecies,,,1960664,B.Notamacropus eugenii derbianus,,,,,,,
——————,515,species,9318,A.Macropus parryi,9318,B.Notamacropus parryi,=,,,moved,,canonicalName,tip
——————,516,species,9320,A.Macropus rufogriseus,1960652,B.Notamacropus rufogriseus,=,,,moved,mutual-cross-mrca,ncbi_id; canonicalName; scientificName,
———————,517,subspecies,88868,A.Macropus rufogriseus banksianus,88868,B.Notamacropus rufogriseus banksianus,=,,,,,canonicalName,tip
———————,518,subspecies,88869,A.Macropus rufogriseus rufogriseus,88869,B.Notamacropus rufogriseus rufogriseus,=,,,,,canonicalName,tip
——————,519,species,196387,A.Macropus irma,196387,B.Notamacropus irma,=,,,moved,,canonicalName,tip
——————,520,species,413582,A.Macropus parma,413582,B.Notamacropus parma,=,,,moved,,canonicalName,tip
——————,521,species,651581,A.Macropus dorsalis,651581,B.Notamacropus dorsalis,=,,,moved,,canonicalName,tip
—————,522,genus,,,2182372,B.Osphranter,,,,,,,
——————,523,species,9314,A.Macropus antilopinus,9314,B.Osphranter antilopinus,=,,,moved,,canonicalName,tip
——————,524,species,9319,A.Macropus robustus,9319,B.Osphranter robustus,=,,,moved,,canonicalName,
———————,525,subspecies,35580,A.Macropus robustus robustus,35580,B.Osphranter robustus robustus,=,,,,,canonicalName,tip
———————,526,subspecies,1496120,A.Macropus robustus erubescens,1496120,B.Osphranter robustus erubescens,=,,,,,canonicalName,tip
———————,527,subspecies,1496121,A.Macropus robustus woodwardi,1496121,B.Osphranter robustus woodwardi,=,,,,,canonicalName,tip
———————,528,subspecies,1496122,A.Macropus robustus isabellinus,1496122,B.Osphranter robustus isabellinus,=,,,,,canonicalName; scientificName,tip
——————,529,species,9321,A.Macropus rufus,9321,B.Osphranter rufus,=,,,moved,,canonicalName,tip
——————,530,species,9323,A.Macropus bernardus,9323,B.Osphranter bernardus,=,,,moved,,canonicalName,tip
—————,531,genus,,,2493641,B.Protemnodon,,,,,,,
——————,532,species,,,2493643,B.Protemnodon anak,,,,,,,
—————,533,genus,,,2493642,B.Simosthenurus,,,,,,,
——————,534,species,,,2493644,B.Simosthenurus occidentalis,,,,,,,
————,535,family,9331,A.Petauridae,9331,B.Petauridae,=,,,,canonicalName,,
—————,536,genus,34898,A.Petaurus,34898,B.Petaurus,=,,,,canonicalName,number_of_children,
——————,537,species,34899,A.Petaurus breviceps,,,,,,,,,
——————,539,species,122272,A.Petaurus norfolcensis,122272,B.Petaurus norfolcensis,=,,,,canonicalName,,tip
——————,540,species,122273,A.Petaurus gracilis,122273,B.Petaurus gracilis,=,,,,canonicalName,,tip
——————,541,species,282342,A.Petaurus australis,282342,B.Petaurus australis,=,,,,canonicalName,,tip
——————,542,species,661127,A.Petaurus abidi,661127,B.Petaurus abidi,=,,,,canonicalName,,tip
——————,543,species,,,34899,B.Petaurus breviceps,,,,,,,
———————,544,subspecies,,,2748635,B.Petaurus breviceps ariel,,,,,,,
——————,545,,,,2748636,B.unclassified Petaurus,,,,,,,
———————,546,species,,,2748637,B.Petaurus sp. NT005,,,,,,,
———————,547,species,,,2748638,B.Petaurus sp. 5_M7191,,,,,,,
———————,548,species,,,2748639,B.Petaurus sp. NT007,,,,,,,
———————,549,species,,,2748640,B.Petaurus sp. M0405,,,,,,,
———————,550,species,,,2748641,B.Petaurus sp. 6_M3022,,,,,,,
———————,551,species,,,2748642,B.Petaurus sp. KIM03,,,,,,,
———————,552,species,,,2748643,B.Petaurus sp. KIM02,,,,,,,
———————,553,species,,,2748645,B.Petaurus sp. MO01,,,,,,,
——————,554,species,,,2748777,B.Petaurus notatus,,,,,,,
—————,555,genus,38615,A.Dactylopsila,38615,B.Dactylopsila,=,,,,canonicalName,,
——————,556,species,38616,A.Dactylopsila trivirgata,38616,B.Dactylopsila trivirgata,=,,,,canonicalName,,tip
——————,557,species,65607,A.Dactylopsila palpator,65607,B.Dactylopsila palpator,=,,,,canonicalName,,tip
—————,558,genus,38617,A.Gymnobelideus,,,,,,,,,
——————,559,species,38618,A.Gymnobelideus leadbeateri,38618,B.Gymnobelideus leadbeateri,=,,,,canonicalName,,tip
—————,560,genus,,,38617,B.Gymnobelideus,,,,,,,
————,561,family,9335,A.Phalangeridae,9335,B.Phalangeridae,=,,,,canonicalName,,
—————,562,genus,9336,A.Trichosurus,9336,B.Trichosurus,=,,,,canonicalName,,
——————,563,species,9337,A.Trichosurus vulpecula,9337,B.Trichosurus vulpecula,=,,,,scientificName,,tip
